,secteur,site,X lambert,Y lambert,debit_prevu,sature,rho,rho_avec_chg,700 MHz,800 MHz,1800 MHz,2100 MHz,2600 MHz,3500 MHz
34,T78280C,T78280,326663,2134352,29.11076447349484,0,0.6785725984497631,0.636161811046653,0,5G,4G,0,0,0
35,T78262A,T78262,330700,2135150,92.5321304105729,1,1.0784630583982855,0.3994307623697354,5G,5G,5G,5G,5G,5G
36,T78262B,T78262,330700,2135150,55.81474905764144,0,0.6505215507883617,0.6505215507883617,0,4G,4G,4G,4G,0
37,T78262C,T78262,330700,2135150,64.5506806618478,0,0.7523389354527716,0.7523389354527716,0,4G,4G,4G,4G,0
38,T76995A,T76995,338993,2130434,15.252324516519614,0,0.3555320400121122,0.06583926666890967,5G,5G,5G,5G,5G,5G
39,T76995B,T76995,338993,2130434,13.87423893797377,0,0.3234088330530016,0.303195780987189,0,5G,4G,0,0,0
40,T76995C,T76995,338993,2130434,25.453823934173883,0,0.5933292292348225,0.5562461524076461,0,5G,4G,0,0,0
41,T70737A,T70737,331250,2136350,43.548952854405925,0,0.2043880079523439,0.1879865011413534,5G,5G,5G,5G,5G,5G
42,T70737B,T70737,331250,2136350,44.79764939847211,0,0.2102485070562355,0.4819542700212169,4G,4G,4G,4G,4G,0
43,T70737C,T70737,331250,2136350,28.90421219371588,0,0.1356559449651095,0.31096516615078945,4G,4G,4G,4G,4G,0
44,T70724A,T70724,330420,2136140,55.67520119168675,0,0.6488951187842279,0.24033152547563996,5G,5G,5G,5G,5G,5G
45,T70724B,T70724,330420,2136140,39.49640147553679,0,0.4603310195284008,0.44548163180167816,0,5G,4G,4G,4G,0
46,T70724C,T70724,330420,2136140,55.38557555405458,0,0.6455195286020348,0.6246963180019691,0,5G,4G,4G,4G,0
47,T70721A,T70721,334257,2132312,3.744218081588983,0,0.2618334322789498,0.26183343227894984,0,4G,0,0,0,0
48,T70721B,T70721,334257,2132312,7.229885109655581,0,0.5055863713045861,0.5055863713045861,0,4G,0,0,0,0
49,T70721C,T70721,334257,2132312,1.4806697933321338,0,0.1035433421910583,0.1035433421910583,0,4G,0,0,0,0
50,T78269A,T78269,332350,2134075,95.0110557997152,0,0.4459147500807959,0.41013146766690495,5G,5G,5G,5G,5G,5G
51,T78269B,T78269,332350,2134075,77.41456078712211,0,0.3633292382180603,0.8328624076075536,4G,4G,4G,4G,4G,0
52,T78269C,T78269,332350,2134075,37.760619255442585,0,0.1772216607473721,0.4062465761747454,4G,4G,4G,4G,4G,0
53,T78271A,T78271,331270,2134765,100.4019516843881,1,1.1701859170674604,0.4334021915064668,5G,5G,5G,5G,5G,5G
54,T78271B,T78271,331270,2134765,85.37815524022918,1,0.9950833944082657,0.9950833944082655,0,4G,4G,4G,4G,0
55,T78271C,T78271,331270,2134765,187.65629976572365,1,2.1871363609058703,2.1871363609058703,0,4G,4G,4G,4G,0
56,T70744A,T70744,329300,2132650,164.06999134415722,0,0.770028588464623,0.7082361708717829,5G,5G,5G,5G,5G,5G
57,T70744B,T70744,329300,2132650,119.66005505338154,0,0.561599732732818,1.2873593873413829,4G,4G,4G,4G,4G,0
58,T70744C,T70744,329300,2132650,44.904565203108014,0,0.2107502942840757,0.48310452074349663,4G,4G,4G,4G,4G,0
59,T70735A,T70735,326201,2135375,34.04571267450607,0,0.1597865146407568,0.14696414000909122,5G,5G,5G,5G,5G,5G
60,T70735B,T70735,326201,2135375,35.45689711248132,0,0.1664096170858465,0.3814620453198636,4G,4G,4G,4G,4G,0
61,T70735C,T70735,326201,2135375,51.10470871619293,0,0.2398493861932366,0.5498085929660347,4G,4G,4G,4G,4G,0
62,T78258A,T78258,330075,2133875,40.29037992810216,0,0.6261131301958377,0.17392031394328825,5G,5G,5G,5G,5G,5G
63,T78258B,T78258,330075,2133875,160.56223134092906,1,2.495139570177608,2.495139570177608,0,4G,4G,4G,0,0
64,T78258C,T78258,330075,2133875,91.4742090094258,1,1.4215106295171067,1.4215106295171067,0,4G,4G,4G,0,0
65,T70736A,T70736,330516,2134754,27.40549934461602,1,1.916468485637484,0.11830052380478297,5G,5G,5G,5G,5G,5G
66,T70736B,T70736,330516,2134754,58.97395294629929,1,4.124052653587363,4.124052653587363,0,4G,0,0,0,0
67,T70736C,T70736,330516,2134754,81.06612692651278,1,5.668959924930963,5.668959924930963,0,4G,0,0,0,0
68,T70722A,T70722,330700,2138920,15.051639436156162,0,0.0706417582773556,0.06497297520571597,5G,5G,5G,5G,5G,5G
69,T70722B,T70722,330700,2138920,51.26298992618024,0,0.2405922463330372,0.5515114569788083,4G,4G,4G,4G,4G,0
70,T70722C,T70722,330700,2138920,61.80401034467178,0,0.290064346668568,0.6649167331325635,4G,4G,4G,4G,4G,0
71,T70725A,T70725,333055,2136495,70.82641990263012,1,0.8254827494479036,0.30573435164737167,5G,5G,5G,5G,5G,5G
72,T70725B,T70725,333055,2136495,66.1335982429124,0,0.7707878583090023,0.7707878583090023,0,4G,4G,4G,4G,0
73,T70725C,T70725,333055,2136495,37.6778882343815,0,0.4391362265079429,0.4391362265079429,0,4G,4G,4G,4G,0
74,T78279A,T78279,326299,2136325,7.225795049004671,0,0.5053003530772497,0.031191379819583316,5G,5G,5G,5G,5G,5G
75,T78279B,T78279,326299,2136325,4.394963799029237,0,0.3073401258062403,0.20489341720416024,4G,4G,0,0,0,0
76,T78279C,T78279,326299,2136325,10.731417057163103,0,0.750448745256161,0.5002991635041074,4G,4G,0,0,0,0
77,T70731A,T70731,334370,2128940,12.840898973306258,0,0.1496608271947116,0.055429935998041344,5G,5G,5G,5G,5G,5G
78,T70731B,T70731,334370,2128940,56.41317849345049,0,0.6574962528374183,0.6362866962942758,0,5G,4G,4G,4G,0
79,T70731C,T70731,334370,2128940,56.54692817570045,0,0.6590551069428956,0.6377952647834474,0,5G,4G,4G,4G,0
80,T70743A,T70743,336807,2138015,4.789029771394441,0,0.0558161978018,0.05581619780180001,0,4G,4G,4G,4G,0
81,T70743B,T70743,336807,2138015,19.39763835871122,0,0.2260797011504804,0.22607970115048043,0,4G,4G,4G,4G,0
82,T70743C,T70743,336807,2138015,15.900029184464543,0,0.1853150254599597,0.1853150254599597,0,4G,4G,4G,4G,0
83,T78273A,T78273,330839,2133352,31.5866518812649,0,0.1482454211351429,0.13634918363664378,5G,5G,5G,5G,5G,5G
84,T78273B,T78273,330839,2133352,99.27562885304287,0,0.4659296421506682,1.068054102776147,4G,4G,4G,4G,4G,0
85,T78273C,T78273,330839,2133352,150.15954870574262,0,0.704742801453713,1.615487344870819,4G,4G,4G,4G,4G,0
